merchant_id,ad_id,num_selected_slots,preferred_slot_1,bid_usd_1,preferred_slot_2,bid_usd_2,preferred_slot_3,bid_usd_3,preferred_slot_4,bid_usd_4,preferred_slot_5,bid_usd_5
M045,AD0418z98052d07172025,1,4,1,,,,,,,,
M042,AD0419z98115d07182025,2,4,1,8,51,,,,,,
M022,AD0420z98033d07152025,4,5,31,3,21,6,6,4,36,,
M005,AD0421z98052d07182025,2,5,11,2,41,,,,,,
M011,AD0422z98052d07122025,3,2,51,7,41,8,6,,,,
M026,AD0423z98109d07132025,5,2,51,4,41,1,41,7,1,5,51
M029,AD0424z98033d07162025,4,7,1,2,16,8,1,5,6,,
M022,AD0425z98033d07172025,4,7,36,4,51,6,31,5,26,,
M050,AD0426z98007d07182025,4,5,36,4,26,6,41,2,46,,
M003,AD0427z98101d07182025,2,8,46,5,31,,,,,,
M029,AD0428z98007d07182025,4,6,41,7,11,2,41,8,46,,
M032,AD0429z98115d07152025,1,7,21,,,,,,,,
M037,AD0430z98101d07132025,5,1,46,5,16,8,31,2,31,3,6
M028,AD0431z98101d07142025,2,4,1,7,16,,,,,,
M030,AD0432z98101d07122025,4,3,31,8,26,1,31,6,21,,
M027,AD0433z98115d07122025,3,4,6,8,51,3,11,,,,
M026,AD0434z98007d07172025,4,5,1,6,21,8,46,1,51,,
M013,AD0435z98102d07122025,1,8,46,,,,,,,,
M030,AD0436z98052d07132025,4,5,51,1,26,6,51,2,11,,
M043,AD0437z98005d07182025,2,2,36,7,51,,,,,,
M038,AD0438z98004d07152025,2,7,21,8,21,,,,,,
M048,AD0439z98008d07142025,2,2,6,5,41,,,,,,
M045,AD0440z98052d07162025,3,2,46,1,6,8,26,,,,
M014,AD0441z98101d07142025,4,1,36,3,6,2,6,8,21,,
M017,AD0442z98052d07152025,3,5,26,8,16,1,16,,,,
M031,AD0443z98052d07152025,5,6,6,3,11,2,51,8,41,5,36
M004,AD0444z98052d07152025,2,4,36,2,6,,,,,,
M046,AD0445z98007d07122025,1,5,51,,,,,,,,
M037,AD0446z98033d07172025,5,5,16,8,46,6,1,7,11,4,6
M016,AD0447z98033d07142025,2,4,11,5,11,,,,,,
M028,AD0448z98007d07172025,1,8,26,,,,,,,,
M020,AD0449z98007d07142025,5,8,6,1,36,4,16,3,31,7,41
M030,AD0450z98033d07132025,4,8,11,2,21,4,31,6,16,,
M013,AD0451z98101d07182025,5,1,36,4,51,6,16,3,51,7,11
M033,AD0452z98008d07162025,2,7,46,5,16,,,,,,
M035,AD0453z98033d07152025,2,2,31,3,1,,,,,,
M036,AD0454z98005d07152025,3,6,26,4,1,5,16,,,,
M048,AD0455z98005d07122025,1,3,51,,,,,,,,
M029,AD0456z98102d07162025,5,5,31,8,41,3,1,2,1,1,51
M005,AD0457z98052d07182025,3,4,21,3,36,8,16,,,,
M050,AD0458z98008d07162025,5,6,31,3,6,2,36,7,1,1,31
M014,AD0459z98005d07172025,3,6,1,2,6,8,16,,,,
M030,AD0460z98052d07162025,4,3,16,4,16,8,36,6,46,,
M002,AD0461z98004d07122025,2,2,16,8,16,,,,,,
M013,AD0462z98102d07142025,5,8,21,6,6,7,1,1,36,5,26
M039,AD0463z98004d07122025,5,6,26,5,31,2,21,4,46,8,1
M014,AD0464z98115d07132025,4,8,36,2,31,4,11,3,16,,
M038,AD0465z98004d07162025,3,1,26,3,11,2,31,,,,
M010,AD0466z98008d07142025,4,3,36,7,6,2,16,6,46,,
M031,AD0467z98109d07182025,5,2,6,5,26,6,31,8,6,7,31
M048,AD0468z98005d07172025,2,2,11,1,21,,,,,,
M040,AD0469z98033d07122025,1,7,11,,,,,,,,
M025,AD0470z98033d07142025,5,2,26,1,26,4,11,6,6,7,1
M040,AD0471z98109d07132025,3,2,1,8,6,1,36,,,,
M020,AD0472z98007d07122025,4,5,26,6,46,3,26,1,21,,
M036,AD0473z98005d07172025,3,7,1,3,46,4,11,,,,
M034,AD0474z98115d07172025,4,6,31,2,36,8,16,1,46,,
M015,AD0475z98008d07152025,4,2,36,8,41,3,41,5,1,,
M047,AD0476z98102d07132025,5,2,6,1,6,4,41,6,21,3,11
M024,AD0477z98007d07172025,1,8,1,,,,,,,,
M025,AD0478z98102d07122025,5,8,21,6,1,5,6,2,1,1,21
M047,AD0479z98005d07132025,3,5,21,8,46,4,21,,,,
M031,AD0480z98004d07162025,2,3,11,2,46,,,,,,
M032,AD0481z98007d07142025,5,3,1,6,26,8,11,1,26,5,6
M007,AD0482z98052d07182025,3,5,46,7,46,4,1,,,,
M050,AD0483z98008d07172025,1,5,26,,,,,,,,
M030,AD0484z98101d07152025,1,2,16,,,,,,,,
M048,AD0485z98102d07132025,2,4,41,7,1,,,,,,
M042,AD0486z98102d07182025,2,4,1,6,16,,,,,,
M044,AD0487z98115d07152025,4,1,21,2,21,3,26,6,26,,
M019,AD0488z98102d07162025,2,6,36,8,21,,,,,,
M045,AD0489z98052d07182025,5,1,6,5,16,4,6,6,11,8,6
M007,AD0490z98109d07182025,4,4,6,3,16,2,21,7,11,,
M035,AD0491z98008d07172025,4,7,6,6,1,4,26,2,21,,
M029,AD0492z98007d07122025,3,3,51,5,51,2,6,,,,
M009,AD0493z98109d07132025,2,4,11,8,6,,,,,,
M032,AD0494z98007d07182025,4,7,6,1,16,6,16,5,1,,
M034,AD0495z98008d07172025,2,5,46,2,31,,,,,,
M023,AD0496z98005d07162025,2,5,46,3,36,,,,,,
M037,AD0497z98101d07132025,1,3,6,,,,,,,,
M023,AD0498z98109d07182025,3,7,41,5,11,4,21,,,,
M017,AD0499z98004d07162025,3,7,41,3,46,5,31,,,,
M002,AD0500z98004d07172025,1,1,1,,,,,,,,
M021,AD0501z98004d07182025,2,8,31,6,26,,,,,,
M046,AD0502z98115d07132025,1,3,21,,,,,,,,
M003,AD0503z98007d07172025,5,3,41,7,31,2,51,1,6,5,11
M042,AD0504z98115d07152025,4,4,26,3,51,1,6,6,36,,
M033,AD0505z98115d07172025,5,7,6,6,51,3,11,5,21,4,31
M014,AD0506z98101d07182025,5,8,41,6,46,2,6,5,11,7,21
M022,AD0507z98033d07142025,2,2,26,8,41,,,,,,
M002,AD0508z98004d07132025,5,1,41,4,16,5,21,7,46,6,6
M040,AD0509z98102d07132025,2,6,36,2,11,,,,,,
M017,AD0510z98004d07142025,2,2,41,4,31,,,,,,
M050,AD0511z98005d07152025,1,6,6,,,,,,,,
M003,AD0512z98115d07152025,3,7,6,1,6,4,46,,,,
M012,AD0513z98033d07142025,4,6,26,5,1,4,16,2,36,,
M027,AD0514z98005d07182025,4,7,36,8,6,4,16,1,36,,
M049,AD0515z98008d07132025,4,6,16,2,51,3,6,8,6,,
M002,AD0516z98004d07142025,3,3,46,2,11,8,26,,,,
M044,AD0517z98115d07162025,1,7,1,,,,,,,,
M038,AD0518z98004d07162025,3,6,1,3,41,5,51,,,,
M049,AD0519z98005d07172025,4,4,1,5,1,6,41,7,6,,
M009,AD0520z98102d07142025,4,3,11,2,21,1,36,4,31,,
M037,AD0521z98101d07162025,5,7,36,6,31,5,6,4,21,2,1
M002,AD0522z98004d07152025,4,6,51,1,1,2,21,5,26,,
M003,AD0523z98007d07132025,1,4,51,,,,,,,,
M040,AD0524z98102d07182025,4,3,36,8,1,5,36,6,16,,
M033,AD0525z98008d07142025,1,4,41,,,,,,,,
M015,AD0526z98008d07182025,4,1,1,5,31,4,21,7,36,,
M029,AD0527z98033d07152025,2,2,51,3,21,,,,,,
M019,AD0528z98102d07142025,1,5,31,,,,,,,,
M032,AD0529z98005d07152025,3,4,36,3,1,7,16,,,,
M043,AD0530z98052d07172025,1,3,51,,,,,,,,
M020,AD0531z98007d07182025,2,5,26,2,51,,,,,,
M037,AD0532z98101d07122025,2,3,36,6,41,,,,,,
M020,AD0533z98007d07172025,3,6,6,2,26,4,11,,,,
M046,AD0534z98007d07172025,1,3,31,,,,,,,,
M010,AD0535z98005d07152025,2,4,11,1,6,,,,,,
M005,AD0536z98033d07142025,2,3,21,7,11,,,,,,
M031,AD0537z98005d07122025,5,4,21,8,46,3,11,7,46,1,41
M015,AD0538z98004d07132025,2,5,21,8,46,,,,,,
M005,AD0539z98005d07182025,5,8,46,2,41,5,1,4,51,1,6
M033,AD0540z98115d07142025,1,5,11,,,,,,,,
M010,AD0541z98115d07162025,4,4,41,2,21,6,16,5,11,,
M017,AD0542z98005d07172025,2,2,1,4,31,,,,,,
M034,AD0543z98008d07132025,3,8,1,5,46,7,51,,,,
M027,AD0544z98115d07162025,2,4,31,7,21,,,,,,
M011,AD0545z98052d07162025,1,7,51,,,,,,,,
M008,AD0546z98101d07142025,1,7,36,,,,,,,,
M019,AD0547z98052d07162025,2,1,41,5,21,,,,,,
M022,AD0548z98033d07132025,2,2,31,7,51,,,,,,
M033,AD0549z98007d07162025,1,6,51,,,,,,,,
M033,AD0550z98007d07142025,2,5,26,3,51,,,,,,
M048,AD0551z98008d07152025,2,5,21,7,36,,,,,,
M015,AD0552z98008d07132025,5,2,11,1,46,5,6,4,46,7,11
M029,AD0553z98033d07142025,2,2,6,6,6,,,,,,
M019,AD0554z98102d07182025,4,1,1,8,46,3,26,4,51,,
M030,AD0555z98005d07182025,4,8,46,1,51,4,46,5,46,,
M040,AD0556z98008d07172025,4,8,26,6,46,4,11,2,16,,
M041,AD0557z98005d07132025,4,6,31,8,1,3,36,7,11,,
M024,AD0558z98005d07142025,4,2,41,3,16,4,51,1,21,,
M004,AD0559z98052d07162025,4,5,36,2,26,6,46,7,21,,
M040,AD0560z98033d07182025,4,1,36,3,11,2,51,5,11,,
M007,AD0561z98109d07142025,3,7,11,1,11,6,46,,,,
M012,AD0562z98109d07152025,2,1,26,7,1,,,,,,
M023,AD0563z98101d07182025,5,6,41,8,31,5,31,7,51,1,16
M048,AD0564z98102d07182025,4,5,31,6,41,1,6,2,26,,
M025,AD0565z98004d07132025,2,2,16,3,46,,,,,,
M024,AD0566z98007d07182025,4,3,36,5,26,4,11,8,26,,
M017,AD0567z98005d07182025,4,3,26,5,26,4,6,2,16,,
M050,AD0568z98007d07152025,5,7,31,5,11,8,6,6,26,1,1
M024,AD0569z98005d07132025,4,1,11,2,11,3,6,5,36,,
M020,AD0570z98007d07132025,5,4,1,3,31,5,46,8,31,6,36
M046,AD0571z98004d07162025,3,2,21,3,1,5,31,,,,
M018,AD0572z98115d07142025,3,2,11,4,26,5,16,,,,
M025,AD0573z98102d07142025,3,5,21,4,41,3,21,,,,
M024,AD0574z98033d07132025,4,5,11,1,41,7,11,4,36,,
M006,AD0575z98005d07122025,1,6,31,,,,,,,,
M041,AD0576z98005d07132025,4,7,46,5,31,2,51,4,46,,
M006,AD0577z98109d07182025,3,4,11,7,31,5,36,,,,
M038,AD0578z98004d07132025,3,5,51,4,46,2,41,,,,
M048,AD0579z98005d07122025,2,8,26,4,21,,,,,,
M004,AD0580z98007d07122025,5,1,51,8,11,5,16,7,11,2,1
M011,AD0581z98052d07152025,1,3,41,,,,,,,,
M021,AD0582z98004d07172025,4,1,26,3,11,7,16,2,21,,
M042,AD0583z98033d07132025,5,1,36,6,6,8,36,5,21,4,16
M030,AD0584z98101d07172025,4,8,51,3,31,6,41,1,36,,
M010,AD0585z98115d07152025,5,1,16,7,36,5,31,4,1,3,26
M001,AD0586z98102d07162025,4,2,26,5,46,8,1,6,11,,
M001,AD0587z98102d07122025,2,7,36,1,31,,,,,,
M032,AD0588z98033d07152025,4,4,31,3,1,5,1,1,11,,
M043,AD0589z98109d07122025,3,8,31,1,31,2,16,,,,
M022,AD0590z98109d07142025,1,3,51,,,,,,,,
M011,AD0591z98052d07172025,4,6,31,3,31,2,31,5,26,,
M033,AD0592z98033d07172025,4,7,31,8,1,3,26,1,6,,
M017,AD0593z98004d07122025,2,2,31,6,16,,,,,,
M041,AD0594z98005d07132025,5,4,46,8,51,3,16,7,31,2,31
M037,AD0595z98101d07132025,4,7,11,5,21,3,16,4,1,,
M001,AD0596z98102d07152025,5,4,16,6,36,8,41,3,26,5,51
M009,AD0597z98102d07162025,4,1,16,8,11,3,26,2,41,,
M004,AD0598z98052d07122025,3,7,26,6,1,3,46,,,,
M049,AD0599z98008d07142025,4,4,1,1,21,2,41,6,46,,
M021,AD0600z98004d07132025,3,2,51,3,16,4,36,,,,
M046,AD0601z98007d07132025,1,7,16,,,,,,,,
M049,AD0602z98005d07172025,4,2,16,4,6,5,31,3,6,,
M037,AD0603z98101d07132025,4,7,11,1,51,4,26,6,36,,
M017,AD0604z98052d07132025,3,3,11,2,36,8,16,,,,
M029,AD0605z98102d07182025,5,3,16,1,31,7,31,5,11,6,21
M014,AD0606z98005d07152025,1,8,41,,,,,,,,
M005,AD0607z98033d07132025,2,7,41,5,31,,,,,,
M041,AD0608z98005d07172025,4,8,1,4,26,1,21,7,31,,
M049,AD0609z98008d07182025,5,8,31,4,26,3,51,2,46,1,41
M026,AD0610z98115d07162025,3,1,1,8,6,7,51,,,,
M002,AD0611z98004d07142025,4,8,16,5,1,4,11,1,6,,
M011,AD0612z98052d07182025,1,7,21,,,,,,,,
M013,AD0613z98007d07182025,5,7,1,8,26,6,16,2,31,4,1
M038,AD0614z98004d07152025,5,6,41,1,46,8,46,2,46,5,16
M008,AD0615z98008d07122025,2,1,41,5,41,,,,,,
M040,AD0616z98102d07182025,2,1,31,4,31,,,,,,
M027,AD0617z98005d07152025,5,3,46,6,21,8,41,4,16,7,6
M034,AD0618z98101d07172025,1,5,11,,,,,,,,
M040,AD0619z98008d07162025,2,2,51,4,6,,,,,,
M040,AD0620z98109d07182025,5,4,36,7,11,2,6,8,1,3,31
M010,AD0621z98005d07182025,5,1,6,4,46,7,51,5,1,8,11
M018,AD0622z98115d07132025,4,3,36,4,11,5,26,6,41,,
M018,AD0623z98115d07152025,5,3,1,1,6,5,6,7,36,6,36
M027,AD0624z98005d07162025,3,6,36,4,6,5,46,,,,
M021,AD0625z98004d07122025,1,5,36,,,,,,,,
M008,AD0626z98101d07182025,3,3,11,8,16,1,21,,,,
M044,AD0627z98115d07142025,3,8,6,2,1,3,36,,,,
M033,AD0628z98115d07132025,3,5,46,3,16,4,26,,,,
M048,AD0629z98102d07172025,5,2,26,7,31,8,21,5,46,6,31
M039,AD0630z98115d07142025,1,7,26,,,,,,,,
M027,AD0631z98005d07162025,1,1,46,,,,,,,,
M016,AD0632z98033d07162025,2,4,1,7,6,,,,,,
M043,AD0633z98109d07142025,1,3,11,,,,,,,,
M030,AD0634z98101d07182025,3,1,36,7,6,5,31,,,,
M014,AD0635z98008d07152025,3,6,26,5,51,2,21,,,,
M030,AD0636z98109d07172025,1,5,6,,,,,,,,
M037,AD0637z98033d07122025,5,4,26,2,51,7,26,1,36,5,11
M012,AD0638z98005d07142025,3,5,21,8,16,6,51,,,,
M039,AD0639z98008d07182025,3,7,16,8,21,5,36,,,,
M041,AD0640z98005d07172025,3,7,46,6,31,3,51,,,,
M049,AD0641z98005d07152025,5,6,1,5,6,2,16,8,51,4,51
M005,AD0642z98033d07182025,2,6,21,7,36,,,,,,
M039,AD0643z98004d07162025,5,6,1,2,6,8,1,1,21,7,16
M026,AD0644z98008d07152025,5,7,41,6,41,1,41,4,1,3,51
M040,AD0645z98109d07182025,5,1,16,2,31,6,1,5,41,8,1
M049,AD0646z98005d07132025,2,3,46,5,16,,,,,,
M027,AD0647z98005d07152025,2,5,1,8,11,,,,,,
M027,AD0648z98005d07182025,5,6,21,2,31,3,1,8,41,1,46
M035,AD0649z98033d07122025,4,6,26,2,41,4,36,3,1,,
M025,AD0650z98102d07122025,5,7,21,6,31,3,26,8,51,2,41
M050,AD0651z98005d07182025,4,7,16,4,41,8,41,3,16,,
M007,AD0652z98007d07182025,1,4,31,,,,,,,,
M004,AD0653z98007d07132025,4,4,16,8,6,6,31,5,41,,
M042,AD0654z98115d07132025,3,8,16,7,11,2,21,,,,
M041,AD0655z98005d07162025,4,8,31,5,46,4,26,7,1,,
M012,AD0656z98005d07152025,1,6,6,,,,,,,,
M022,AD0657z98052d07182025,4,6,1,2,16,4,6,7,31,,
M035,AD0658z98033d07142025,3,2,46,4,41,7,11,,,,
M033,AD0659z98008d07142025,3,6,1,8,26,3,6,,,,
M017,AD0660z98052d07182025,1,8,46,,,,,,,,
M023,AD0661z98005d07182025,5,7,31,2,46,4,26,5,31,3,51
M030,AD0662z98109d07142025,4,1,36,5,36,7,1,2,1,,
M016,AD0663z98033d07152025,1,5,1,,,,,,,,
M010,AD0664z98005d07142025,1,4,11,,,,,,,,
M036,AD0665z98005d07142025,5,8,31,7,21,6,6,5,26,1,31
M011,AD0666z98052d07132025,1,1,21,,,,,,,,
M039,AD0667z98008d07132025,3,8,21,6,11,7,46,,,,
M023,AD0668z98109d07152025,1,8,51,,,,,,,,
M006,AD0669z98033d07152025,3,6,36,8,16,3,46,,,,
M023,AD0670z98109d07152025,5,8,51,5,11,1,26,3,51,7,41
M015,AD0671z98004d07142025,5,3,26,7,31,1,1,4,11,8,41
M011,AD0672z98052d07152025,1,1,46,,,,,,,,
M043,AD0673z98052d07152025,3,4,51,5,1,7,16,,,,
M029,AD0674z98007d07182025,2,2,6,7,6,,,,,,
M046,AD0675z98007d07162025,2,2,26,4,46,,,,,,
M020,AD0676z98007d07172025,2,7,16,8,41,,,,,,
M033,AD0677z98033d07152025,4,2,26,4,16,8,41,1,31,,
M049,AD0678z98005d07142025,2,3,11,4,46,,,,,,
M043,AD0679z98005d07122025,5,3,26,7,1,6,36,8,51,1,41
M009,AD0680z98102d07122025,1,4,11,,,,,,,,
M019,AD0681z98052d07122025,4,3,46,8,46,1,51,6,36,,
M013,AD0682z98007d07142025,3,2,21,3,41,7,46,,,,
M016,AD0683z98033d07162025,3,3,46,5,1,1,31,,,,
M034,AD0684z98008d07132025,3,5,41,2,16,1,6,,,,
M023,AD0685z98109d07122025,4,1,1,8,31,7,41,4,31,,
M006,AD0686z98005d07142025,1,3,16,,,,,,,,
M006,AD0687z98109d07142025,3,6,41,8,41,5,41,,,,
M005,AD0688z98033d07142025,2,4,26,2,26,,,,,,
M016,AD0689z98033d07142025,5,1,46,3,46,4,26,7,36,6,31
M040,AD0690z98115d07122025,5,8,26,4,41,3,11,7,36,6,26
M034,AD0691z98115d07132025,1,3,46,,,,,,,,
M026,AD0692z98008d07142025,1,8,36,,,,,,,,
M050,AD0693z98007d07132025,4,5,21,7,36,2,51,1,21,,
M043,AD0694z98052d07142025,5,4,21,7,16,1,46,3,11,5,1
M041,AD0695z98005d07182025,2,5,16,3,11,,,,,,
M020,AD0696z98007d07182025,2,1,51,5,36,,,,,,
M029,AD0697z98007d07182025,3,5,26,3,31,2,11,,,,
M013,AD0698z98005d07142025,5,8,36,2,51,3,11,1,51,6,36
M028,AD0699z98102d07182025,3,7,21,2,31,1,31,,,,
M021,AD0700z98004d07122025,5,7,46,4,1,8,51,2,26,1,11
M021,AD0701z98004d07142025,5,6,21,5,36,8,51,2,46,1,16
M018,AD0702z98115d07142025,1,4,46,,,,,,,,
M043,AD0703z98109d07172025,5,6,1,2,51,8,46,5,21,3,11
M049,AD0704z98005d07122025,4,7,41,8,16,1,21,3,31,,
M003,AD0705z98007d07142025,1,1,21,,,,,,,,
M003,AD0706z98101d07172025,4,5,1,6,16,4,1,7,11,,
M047,AD0707z98005d07172025,5,3,41,7,6,1,31,2,1,4,41
M018,AD0708z98115d07172025,3,1,11,8,6,3,36,,,,
M041,AD0709z98005d07132025,2,4,11,1,46,,,,,,
M027,AD0710z98005d07132025,5,3,51,8,6,1,11,7,31,6,51
M038,AD0711z98004d07162025,1,8,31,,,,,,,,
M025,AD0712z98102d07132025,3,3,51,4,51,7,46,,,,
M019,AD0713z98052d07172025,5,2,41,7,36,6,11,3,26,8,51
M028,AD0714z98101d07172025,1,2,16,,,,,,,,
M045,AD0715z98101d07162025,2,3,46,1,21,,,,,,
M043,AD0716z98005d07172025,5,4,21,3,11,2,41,1,11,5,26
M048,AD0717z98102d07172025,2,8,6,2,36,,,,,,
M035,AD0718z98033d07142025,5,6,36,3,46,8,6,5,1,2,36
M030,AD0719z98109d07172025,5,3,21,7,1,5,36,1,26,6,11
M035,AD0720z98115d07182025,3,5,21,8,1,4,16,,,,
M022,AD0721z98033d07162025,1,7,36,,,,,,,,
M027,AD0722z98115d07142025,2,6,16,8,11,,,,,,
M029,AD0723z98033d07142025,3,5,16,8,16,3,41,,,,
M042,AD0724z98005d07162025,5,5,36,7,26,1,46,4,36,6,51
M037,AD0725z98101d07162025,5,8,16,7,51,3,41,5,51,6,6
M010,AD0726z98115d07122025,5,8,16,6,41,1,1,4,41,2,31
M016,AD0727z98033d07182025,1,3,11,,,,,,,,
M032,AD0728z98033d07122025,2,3,11,5,1,,,,,,
M007,AD0729z98109d07182025,2,8,6,5,46,,,,,,
M015,AD0730z98004d07142025,2,3,36,5,16,,,,,,
M026,AD0731z98052d07152025,1,3,6,,,,,,,,
M028,AD0732z98101d07152025,4,4,6,5,31,3,21,1,36,,
M040,AD0733z98102d07122025,1,7,6,,,,,,,,
M037,AD0734z98033d07132025,1,3,26,,,,,,,,
M042,AD0735z98101d07152025,2,2,31,7,11,,,,,,
M009,AD0736z98109d07132025,2,2,16,6,21,,,,,,
M040,AD0737z98102d07162025,5,5,11,8,6,4,16,6,21,2,36
M037,AD0738z98101d07122025,4,5,51,4,21,8,1,6,1,,
M020,AD0739z98007d07172025,2,5,11,4,16,,,,,,
M042,AD0740z98102d07182025,3,6,46,1,51,2,51,,,,
M019,AD0741z98102d07172025,4,3,36,1,31,5,36,6,11,,
M029,AD0742z98007d07172025,1,1,26,,,,,,,,
M004,AD0743z98052d07152025,1,2,36,,,,,,,,
M036,AD0744z98005d07142025,5,2,11,1,31,7,6,8,6,3,26
M036,AD0745z98005d07132025,3,8,11,3,6,7,11,,,,
M004,AD0746z98007d07132025,1,3,26,,,,,,,,
M019,AD0747z98052d07182025,5,1,31,7,16,6,16,5,26,2,16
M027,AD0748z98115d07152025,3,3,1,4,41,5,46,,,,
M040,AD0749z98115d07122025,2,1,11,3,26,,,,,,
M017,AD0750z98033d07122025,3,5,36,6,16,2,11,,,,
M009,AD0751z98109d07182025,3,5,21,3,21,7,36,,,,
M047,AD0752z98005d07162025,5,7,41,5,16,2,1,6,36,1,46
M010,AD0753z98005d07152025,5,8,26,6,1,2,6,5,6,1,41
M001,AD0754z98102d07122025,1,3,26,,,,,,,,
M013,AD0755z98102d07162025,3,7,46,6,41,4,6,,,,
M021,AD0756z98004d07142025,2,3,31,2,31,,,,,,
M023,AD0757z98005d07142025,3,7,31,4,46,6,6,,,,
M034,AD0758z98101d07152025,1,8,41,,,,,,,,
M008,AD0759z98101d07162025,5,6,26,4,21,8,26,3,46,1,26
M038,AD0760z98004d07122025,5,3,1,5,1,2,1,4,11,6,36
M007,AD0761z98008d07152025,5,8,16,5,16,4,51,2,16,3,6
M009,AD0762z98102d07172025,5,4,6,1,11,3,1,7,21,2,16
M048,AD0763z98008d07142025,1,1,26,,,,,,,,
M038,AD0764z98004d07152025,4,1,21,6,51,7,16,8,11,,
M043,AD0765z98109d07122025,5,5,41,8,26,3,31,4,51,2,46
M026,AD0766z98115d07172025,1,3,1,,,,,,,,
M018,AD0767z98115d07162025,4,4,26,6,31,2,1,3,51,,
M039,AD0768z98008d07162025,1,8,1,,,,,,,,
M010,AD0769z98005d07142025,1,8,11,,,,,,,,
M019,AD0770z98052d07152025,4,7,16,6,46,5,16,8,51,,
M017,AD0771z98052d07152025,5,1,41,4,21,7,51,2,46,3,26
M004,AD0772z98052d07182025,3,4,51,7,41,6,6,,,,
M030,AD0773z98052d07172025,2,3,36,7,21,,,,,,
M005,AD0774z98033d07132025,1,5,41,,,,,,,,
M013,AD0775z98007d07132025,4,5,46,4,21,3,11,1,31,,
M023,AD0776z98102d07172025,2,1,46,3,51,,,,,,
M047,AD0777z98052d07182025,2,1,46,7,11,,,,,,
M020,AD0778z98007d07172025,1,8,6,,,,,,,,
M020,AD0779z98007d07172025,1,2,26,,,,,,,,
M002,AD0780z98004d07182025,1,7,51,,,,,,,,
M037,AD0781z98101d07172025,2,3,31,8,11,,,,,,
M001,AD0782z98102d07172025,2,8,21,7,16,,,,,,
M030,AD0783z98052d07172025,2,5,31,7,1,,,,,,
M017,AD0784z98004d07162025,1,8,16,,,,,,,,
M044,AD0785z98115d07152025,2,3,16,7,16,,,,,,
M016,AD0786z98033d07152025,2,3,11,8,31,,,,,,
M049,AD0787z98008d07162025,3,8,31,5,6,7,1,,,,
M022,AD0788z98033d07142025,2,6,6,7,6,,,,,,
M007,AD0789z98109d07122025,2,2,1,5,41,,,,,,
M042,AD0790z98033d07162025,3,3,1,4,16,5,21,,,,
M001,AD0791z98102d07152025,3,3,21,5,31,4,31,,,,
M020,AD0792z98007d07172025,2,6,51,5,16,,,,,,
M007,AD0793z98007d07162025,1,1,36,,,,,,,,
M007,AD0794z98007d07152025,5,2,1,8,51,4,46,1,31,3,11
M035,AD0795z98115d07182025,2,8,31,2,36,,,,,,
M041,AD0796z98005d07162025,5,8,51,7,21,4,36,1,1,2,6
M014,AD0797z98008d07162025,4,7,11,2,21,8,6,6,31,,
M038,AD0798z98004d07182025,4,8,21,4,21,2,41,6,6,,
M034,AD0799z98101d07122025,5,7,51,8,31,1,51,6,46,5,1
M028,AD0800z98101d07172025,4,1,16,7,1,6,16,2,21,,
M006,AD0801z98109d07142025,2,5,51,6,1,,,,,,
M011,AD0802z98052d07152025,5,1,11,3,6,5,11,8,46,4,16
M002,AD0803z98004d07152025,2,8,31,5,41,,,,,,
M017,AD0804z98109d07172025,1,7,51,,,,,,,,
M015,AD0805z98004d07122025,5,6,36,1,16,4,41,2,21,3,36
M046,AD0806z98115d07142025,5,8,16,3,26,4,1,2,31,1,21
M013,AD0807z98005d07132025,1,6,41,,,,,,,,
M011,AD0808z98052d07162025,2,7,41,1,26,,,,,,
M032,AD0809z98007d07182025,1,6,41,,,,,,,,
M022,AD0810z98052d07132025,4,2,51,5,46,8,46,6,21,,
M029,AD0811z98102d07142025,4,5,51,6,31,8,1,4,21,,
M016,AD0812z98033d07162025,5,6,41,7,11,2,1,8,11,4,51
M028,AD0813z98102d07122025,2,1,1,6,26,,,,,,
M013,AD0814z98102d07172025,1,4,51,,,,,,,,
M044,AD0815z98115d07142025,5,1,1,2,41,6,36,8,1,7,31
M029,AD0816z98007d07172025,2,8,21,1,6,,,,,,
M022,AD0817z98052d07122025,2,8,21,1,36,,,,,,
M019,AD0818z98102d07162025,3,5,16,7,1,8,31,,,,
M050,AD0819z98007d07132025,1,7,1,,,,,,,,
M014,AD0820z98005d07152025,3,1,46,8,31,7,26,,,,
M040,AD0821z98115d07162025,4,4,36,2,26,8,36,5,31,,
M046,AD0822z98109d07172025,2,2,21,7,31,,,,,,
M023,AD0823z98102d07122025,3,4,1,3,26,2,36,,,,
M029,AD0824z98007d07162025,4,2,26,8,31,7,21,3,46,,
M034,AD0825z98008d07182025,4,8,16,6,21,5,41,4,1,,
M026,AD0826z98115d07122025,4,6,6,1,46,5,51,8,46,,
M050,AD0827z98007d07162025,2,3,46,2,46,,,,,,
M001,AD0828z98102d07142025,2,8,1,6,46,,,,,,
M020,AD0829z98007d07132025,5,7,41,1,41,8,31,6,11,3,11
M004,AD0830z98007d07142025,3,6,6,8,31,2,46,,,,
M033,AD0831z98007d07122025,1,6,16,,,,,,,,
M027,AD0832z98115d07142025,2,6,31,3,51,,,,,,
M026,AD0833z98052d07132025,1,1,41,,,,,,,,
M008,AD0834z98101d07152025,1,2,1,,,,,,,,
M013,AD0835z98005d07122025,2,8,51,5,46,,,,,,
M032,AD0836z98115d07182025,5,8,11,1,11,3,16,4,26,6,41
M035,AD0837z98008d07142025,2,8,26,1,21,,,,,,
